id,Date,Random,Location,Site,Observer,Depth (m),Visibility (m),Replicate,Interval,Genus,Species,Scientific Name,Count,Size Est (cm)
459,META-nan,0,,,,,,,,,,,,
460,META-nan,1,,,,,,,,,,,,
461,META-nan,0,,,,,,,,,,,,
462,META-nan,1,,,,,,,,,,,,
463,META-nan,0,,,,,,,,,,,,
464,META-nan,0,,,,,,,,,,,,
465,META-nan,1,,,,,,,,,,,,
466,META-nan,0,,,,,,,,,,,,
467,META-nan,1,,,,,,,,,,,,
468,META-nan,0,,,,,,,,,,,,
469,META-nan,1,,,,,,,,,,,,
470,META-nan,0,,,,,,,,,,,,
471,META-nan,1,,,,,,,,,,,,
472,META-nan,1,,,,,,,,,,,,
473,META-nan,1,,,,,,,,,,,,
474,META-nan,0,,,,,,,,,,,,
475,META-nan,0,,,,,,,,,,,,
476,META-nan,0,,,,,,,,,,,,
477,META-nan,0,,,,,,,,,,,,
478,META-nan,1,,,,,,,,,,,,
479,META-nan,1,,,,,,,,,,,,
480,META-nan,1,,,,,,,,,,,,
481,META-nan,0,,,,,,,,,,,,
482,META-nan,0,,,,,,,,,,,,
483,META-nan,0,,,,,,,,,,,,
484,META-nan,0,,,,,,,,,,,,
485,META-nan,1,,,,,,,,,,,,
486,META-nan,1,,,,,,,,,,,,
487,META-nan,1,,,,,,,,,,,,
488,META-nan,1,,,,,,,,,,,,
489,META-nan,1,,,,,,,,,,,,
490,META-nan,1,,,,,,,,,,,,
491,META-nan,1,,,,,,,,,,,,
492,META-nan,1,,,,,,,,,,,,
493,META-nan,0,,,,,,,,,,,,
494,META-nan,1,,,,,,,,,,,,
495,META-nan,1,,,,,,,,,,,,
496,META-nan,1,,,,,,,,,,,,
497,META-nan,0,,,,,,,,,,,,
498,META-nan,1,,,,,,,,,,,,
499,META-nan,0,,,,,,,,,,,,
500,META-nan,0,,,,,,,,,,,,
501,META-nan,1,,,,,,,,,,,,
502,META-nan,1,,,,,,,,,,,,
503,META-nan,1,,,,,,,,,,,,
504,META-nan,0,,,,,,,,,,,,
505,META-nan,0,,,,,,,,,,,,
506,META-nan,0,,,,,,,,,,,,
507,META-nan,0,,,,,,,,,,,,
508,META-nan,1,,,,,,,,,,,,
509,META-nan,1,,,,,,,,,,,,
510,META-nan,1,,,,,,,,,,,,
511,META-nan,1,,,,,,,,,,,,
512,META-nan,1,,,,,,,,,,,,
513,META-nan,1,,,,,,,,,,,,
514,META-nan,0,,,,,,,,,,,,
515,META-nan,1,,,,,,,,,,,,
516,META-nan,0,,,,,,,,,,,,
517,META-nan,0,,,,,,,,,,,,
518,META-nan,0,,,,,,,,,,,,
519,META-nan,1,,,,,,,,,,,,
520,META-nan,1,,,,,,,,,,,,
521,META-nan,1,,,,,,,,,,,,
522,META-nan,1,,,,,,,,,,,,
523,META-nan,1,,,,,,,,,,,,
524,META-nan,0,,,,,,,,,,,,
525,META-nan,0,,,,,,,,,,,,
526,META-nan,0,,,,,,,,,,,,
527,META-nan,0,,,,,,,,,,,,
528,META-nan,1,,,,,,,,,,,,
529,META-nan,1,,,,,,,,,,,,
530,META-nan,0,,,,,,,,,,,,
531,META-nan,1,,,,,,,,,,,,
532,META-nan,0,,,,,,,,,,,,
533,META-nan,1,,,,,,,,,,,,
534,META-nan,1,,,,,,,,,,,,
535,META-nan,0,,,,,,,,,,,,
536,META-nan,0,,,,,,,,,,,,
537,META-nan,1,,,,,,,,,,,,
538,META-nan,0,,,,,,,,,,,,
539,META-nan,0,,,,,,,,,,,,
540,META-nan,1,,,,,,,,,,,,
541,META-nan,1,,,,,,,,,,,,
542,META-nan,1,,,,,,,,,,,,
543,META-nan,0,,,,,,,,,,,,
544,META-nan,1,,,,,,,,,,,,
545,META-nan,0,,,,,,,,,,,,
546,META-nan,0,,,,,,,,,,,,
547,META-nan,1,,,,,,,,,,,,
548,META-nan,0,,,,,,,,,,,,
549,META-nan,1,,,,,,,,,,,,
550,META-nan,1,,,,,,,,,,,,
551,META-nan,0,,,,,,,,,,,,
552,META-nan,1,,,,,,,,,,,,
553,META-nan,1,,,,,,,,,,,,
554,META-nan,1,,,,,,,,,,,,
555,META-nan,0,,,,,,,,,,,,
556,META-nan,1,,,,,,,,,,,,
557,META-nan,1,,,,,,,,,,,,
558,META-nan,1,,,,,,,,,,,,
559,META-nan,0,,,,,,,,,,,,
560,META-nan,1,,,,,,,,,,,,
561,META-nan,0,,,,,,,,,,,,
562,META-nan,0,,,,,,,,,,,,
563,META-nan,0,,,,,,,,,,,,
564,META-nan,1,,,,,,,,,,,,
565,META-nan,0,,,,,,,,,,,,
566,META-nan,0,,,,,,,,,,,,
567,META-nan,0,,,,,,,,,,,,
568,META-nan,0,,,,,,,,,,,,
569,META-nan,0,,,,,,,,,,,,
570,META-nan,0,,,,,,,,,,,,
571,META-nan,0,,,,,,,,,,,,
572,META-nan,1,,,,,,,,,,,,
573,META-nan,0,,,,,,,,,,,,
574,META-nan,1,,,,,,,,,,,,
575,META-nan,1,,,,,,,,,,,,
576,META-nan,1,,,,,,,,,,,,
577,META-nan,0,,,,,,,,,,,,
578,META-nan,1,,,,,,,,,,,,
579,META-nan,1,,,,,,,,,,,,
580,META-nan,0,,,,,,,,,,,,
581,META-nan,0,,,,,,,,,,,,
582,META-nan,0,,,,,,,,,,,,
583,META-nan,0,,,,,,,,,,,,
584,META-nan,0,,,,,,,,,,,,
585,META-nan,0,,,,,,,,,,,,
586,META-nan,0,,,,,,,,,,,,
587,META-nan,0,,,,,,,,,,,,
588,META-nan,1,,,,,,,,,,,,
589,META-nan,0,,,,,,,,,,,,
590,META-nan,1,,,,,,,,,,,,
591,META-nan,0,,,,,,,,,,,,
592,META-nan,1,,,,,,,,,,,,
593,META-nan,1,,,,,,,,,,,,
594,META-nan,1,,,,,,,,,,,,
595,META-nan,1,,,,,,,,,,,,
596,META-nan,1,,,,,,,,,,,,
597,META-nan,0,,,,,,,,,,,,
598,META-nan,1,,,,,,,,,,,,
599,META-nan,1,,,,,,,,,,,,
600,META-nan,0,,,,,,,,,,,,
601,META-nan,0,,,,,,,,,,,,
602,META-nan,1,,,,,,,,,,,,
603,META-nan,1,,,,,,,,,,,,
604,META-nan,1,,,,,,,,,,,,
605,META-nan,0,,,,,,,,,,,,
606,META-nan,0,,,,,,,,,,,,
607,META-nan,1,,,,,,,,,,,,
608,META-nan,0,,,,,,,,,,,,
609,META-nan,0,,,,,,,,,,,,
610,META-nan,1,,,,,,,,,,,,
611,META-nan,1,,,,,,,,,,,,
612,META-nan,0,,,,,,,,,,,,
613,META-nan,1,,,,,,,,,,,,
614,META-nan,1,,,,,,,,,,,,
615,META-nan,0,,,,,,,,,,,,
616,META-nan,1,,,,,,,,,,,,
617,META-nan,1,,,,,,,,,,,,
618,META-nan,0,,,,,,,,,,,,
619,META-nan,0,,,,,,,,,,,,
620,META-nan,0,,,,,,,,,,,,
621,META-nan,0,,,,,,,,,,,,
622,META-nan,1,,,,,,,,,,,,
623,META-nan,0,,,,,,,,,,,,
624,META-nan,0,,,,,,,,,,,,
625,META-nan,1,,,,,,,,,,,,
626,META-nan,0,,,,,,,,,,,,
627,META-nan,1,,,,,,,,,,,,
628,META-nan,1,,,,,,,,,,,,
629,META-nan,1,,,,,,,,,,,,
630,META-nan,0,,,,,,,,,,,,
631,META-nan,0,,,,,,,,,,,,
632,META-nan,0,,,,,,,,,,,,
633,META-nan,0,,,,,,,,,,,,
634,META-nan,1,,,,,,,,,,,,
635,META-nan,0,,,,,,,,,,,,
636,META-nan,0,,,,,,,,,,,,
637,META-nan,1,,,,,,,,,,,,
638,META-nan,1,,,,,,,,,,,,
639,META-nan,1,,,,,,,,,,,,
640,META-nan,0,,,,,,,,,,,,
641,META-nan,1,,,,,,,,,,,,
642,META-nan,0,,,,,,,,,,,,
643,META-nan,1,,,,,,,,,,,,
644,META-nan,1,,,,,,,,,,,,
645,META-nan,0,,,,,,,,,,,,
646,META-nan,0,,,,,,,,,,,,
647,META-nan,0,,,,,,,,,,,,
648,META-nan,1,,,,,,,,,,,,
649,META-nan,0,,,,,,,,,,,,
650,META-nan,1,,,,,,,,,,,,
651,META-nan,1,,,,,,,,,,,,
652,META-nan,0,,,,,,,,,,,,
653,META-nan,0,,,,,,,,,,,,
654,META-nan,1,,,,,,,,,,,,
655,META-nan,0,,,,,,,,,,,,
656,META-nan,1,,,,,,,,,,,,
657,META-nan,1,,,,,,,,,,,,
658,META-nan,0,,,,,,,,,,,,
659,META-nan,1,,,,,,,,,,,,
660,META-nan,0,,,,,,,,,,,,
661,META-nan,1,,,,,,,,,,,,
662,META-nan,1,,,,,,,,,,,,
663,META-nan,1,,,,,,,,,,,,
664,META-nan,1,,,,,,,,,,,,
665,META-nan,1,,,,,,,,,,,,
666,META-nan,0,,,,,,,,,,,,
667,META-nan,0,,,,,,,,,,,,
668,META-nan,0,,,,,,,,,,,,
669,META-nan,1,,,,,,,,,,,,
670,META-nan,0,,,,,,,,,,,,
671,META-nan,0,,,,,,,,,,,,
672,META-nan,0,,,,,,,,,,,,
673,META-nan,0,,,,,,,,,,,,
674,META-nan,1,,,,,,,,,,,,
675,META-nan,0,,,,,,,,,,,,
676,META-nan,1,,,,,,,,,,,,
677,META-nan,0,,,,,,,,,,,,
678,META-nan,0,,,,,,,,,,,,
679,META-nan,0,,,,,,,,,,,,
680,META-nan,0,,,,,,,,,,,,
681,META-nan,1,,,,,,,,,,,,
682,META-nan,1,,,,,,,,,,,,
683,META-nan,0,,,,,,,,,,,,
684,META-nan,0,,,,,,,,,,,,
685,META-nan,0,,,,,,,,,,,,
686,META-nan,1,,,,,,,,,,,,
687,META-nan,0,,,,,,,,,,,,
688,META-nan,0,,,,,,,,,,,,
689,META-nan,0,,,,,,,,,,,,
690,META-nan,0,,,,,,,,,,,,
691,META-nan,0,,,,,,,,,,,,
692,META-nan,0,,,,,,,,,,,,
693,META-nan,0,,,,,,,,,,,,
694,META-nan,0,,,,,,,,,,,,
695,META-nan,1,,,,,,,,,,,,
696,META-nan,1,,,,,,,,,,,,
697,META-nan,1,,,,,,,,,,,,
698,META-nan,1,,,,,,,,,,,,
699,META-nan,0,,,,,,,,,,,,
700,META-nan,1,,,,,,,,,,,,
701,META-nan,1,,,,,,,,,,,,
702,META-nan,1,,,,,,,,,,,,
703,META-nan,1,,,,,,,,,,,,
704,META-nan,0,,,,,,,,,,,,
705,META-nan,0,,,,,,,,,,,,
706,META-nan,1,,,,,,,,,,,,
707,META-nan,1,,,,,,,,,,,,
708,META-nan,0,,,,,,,,,,,,
709,META-nan,1,,,,,,,,,,,,
710,META-nan,1,,,,,,,,,,,,
711,META-nan,1,,,,,,,,,,,,
712,META-nan,1,,,,,,,,,,,,
713,META-nan,1,,,,,,,,,,,,
714,META-nan,0,,,,,,,,,,,,
715,META-nan,1,,,,,,,,,,,,
716,META-nan,0,,,,,,,,,,,,
717,META-nan,1,,,,,,,,,,,,
718,META-nan,0,,,,,,,,,,,,
719,META-nan,1,,,,,,,,,,,,
720,META-nan,0,,,,,,,,,,,,
721,META-nan,1,,,,,,,,,,,,
722,META-nan,0,,,,,,,,,,,,
723,META-nan,1,,,,,,,,,,,,
724,META-nan,0,,,,,,,,,,,,
725,META-nan,1,,,,,,,,,,,,
726,META-nan,1,,,,,,,,,,,,
727,META-nan,1,,,,,,,,,,,,
728,META-nan,0,,,,,,,,,,,,
729,META-nan,1,,,,,,,,,,,,
730,META-nan,0,,,,,,,,,,,,
731,META-nan,0,,,,,,,,,,,,
732,META-nan,1,,,,,,,,,,,,
733,META-nan,1,,,,,,,,,,,,
734,META-nan,1,,,,,,,,,,,,
735,META-nan,1,,,,,,,,,,,,
736,META-nan,0,,,,,,,,,,,,
737,META-nan,1,,,,,,,,,,,,
738,META-nan,1,,,,,,,,,,,,
739,META-nan,1,,,,,,,,,,,,
740,META-nan,1,,,,,,,,,,,,
741,META-nan,0,,,,,,,,,,,,
742,META-nan,0,,,,,,,,,,,,
743,META-nan,1,,,,,,,,,,,,
744,META-nan,1,,,,,,,,,,,,
745,META-nan,0,,,,,,,,,,,,
746,META-nan,1,,,,,,,,,,,,
747,META-nan,0,,,,,,,,,,,,
748,META-nan,1,,,,,,,,,,,,
749,META-nan,0,,,,,,,,,,,,
750,META-nan,0,,,,,,,,,,,,
751,META-nan,1,,,,,,,,,,,,
752,META-nan,0,,,,,,,,,,,,
753,META-nan,0,,,,,,,,,,,,
754,META-nan,0,,,,,,,,,,,,
755,META-nan,0,,,,,,,,,,,,
756,META-nan,1,,,,,,,,,,,,
757,META-nan,1,,,,,,,,,,,,
758,META-nan,0,,,,,,,,,,,,
759,META-nan,1,,,,,,,,,,,,
760,META-nan,0,,,,,,,,,,,,
761,META-nan,1,,,,,,,,,,,,
762,META-nan,0,,,,,,,,,,,,
763,META-nan,0,,,,,,,,,,,,
764,META-nan,1,,,,,,,,,,,,
765,META-nan,0,,,,,,,,,,,,
766,META-nan,1,,,,,,,,,,,,
767,META-nan,1,,,,,,,,,,,,
768,META-nan,0,,,,,,,,,,,,
769,META-nan,0,,,,,,,,,,,,
770,META-nan,0,,,,,,,,,,,,
771,META-nan,1,,,,,,,,,,,,
772,META-nan,0,,,,,,,,,,,,
773,META-nan,0,,,,,,,,,,,,
774,META-nan,0,,,,,,,,,,,,
775,META-nan,1,,,,,,,,,,,,
776,META-nan,1,,,,,,,,,,,,
777,META-nan,0,,,,,,,,,,,,
778,META-nan,0,,,,,,,,,,,,
779,META-nan,1,,,,,,,,,,,,
780,META-nan,0,,,,,,,,,,,,
781,META-nan,0,,,,,,,,,,,,
782,META-nan,1,,,,,,,,,,,,
783,META-nan,1,,,,,,,,,,,,
784,META-nan,1,,,,,,,,,,,,
785,META-nan,0,,,,,,,,,,,,
786,META-nan,0,,,,,,,,,,,,
787,META-nan,0,,,,,,,,,,,,
788,META-nan,1,,,,,,,,,,,,
789,META-nan,1,,,,,,,,,,,,
790,META-nan,0,,,,,,,,,,,,
791,META-nan,0,,,,,,,,,,,,
792,META-nan,1,,,,,,,,,,,,
793,META-nan,1,,,,,,,,,,,,
794,META-nan,0,,,,,,,,,,,,
795,META-nan,1,,,,,,,,,,,,
796,META-nan,1,,,,,,,,,,,,
797,META-nan,1,,,,,,,,,,,,
798,META-nan,1,,,,,,,,,,,,
799,META-nan,0,,,,,,,,,,,,
800,META-nan,0,,,,,,,,,,,,
801,META-nan,0,,,,,,,,,,,,
802,META-nan,1,,,,,,,,,,,,
803,META-nan,0,,,,,,,,,,,,
804,META-nan,0,,,,,,,,,,,,
805,META-nan,0,,,,,,,,,,,,
806,META-nan,0,,,,,,,,,,,,
